폭발	분말을 혼합	폭발이 발생	폭발사고가 발생한 장소는 이 학교 원자핵공학과 프라즈마 실험실이었으며, 대학원생 10여명과 담당 교수가 플라즈마를 이용한 암반파쇄 실험을 위한 실험재료 제작 중 알루미늄 분말과 산화구리 <e1>분말을 혼합</e1>하는 과정에서 원인을 알 수 없는 기폭원에 의하여 <e2>폭발이 발생</e2>하였다.
폭발	기폭원	폭발이 발생	폭발사고가 발생한 장소는 이 학교 원자핵공학과 프라즈마 실험실이었으며, 대학원생 10여명과 담당 교수가 플라즈마를 이용한 암반파쇄 실험을 위한 실험재료 제작 중 알루미늄 분말과 산화구리 분말을 혼합하는 과정에서 원인을 알 수 없는 <e1>기폭원</e1>에 의하여 <e2>폭발이 발생</e2>하였다.
폭발	혼합분말의 급격한 연소	폭발	합기가 위치한 지점이며, 폭발 현장의 양상은 바닥에 폭발로 인해 패인 곳이 형성되지 않고,폭발 잔해에서 폭약류 및 화약류 등의 성분이 포함되지 않는 등 일반적인 폭발물의 폭발은 아니었으며, 폭발 잔해에 알루미늄과 구리가 용융 고착되어 있는 점 등으로 보아 알루미늄과 산화구리 <e1>혼합분말의 급격한 연소</e1>에 의한 <e2>폭발</e2>로 추정되었다.
화재	신나	화염	화재는 10월 25일부터 내부수리 중인 상가건물 지하층 노래방 공사현장에서 화재발생 당일(10월 30일) 뒤처리 청소를 하던 아르바이트생 임모군과 김모군이 청소를 하다 신나와 석유 중어느 것이 불이 더 잘 붙을까 이야기를 나누던 중 김군이 <e1>신나</e1>를 바닥에 뿌려 놓고 라이터로 불을 붙이는 순간 걷잡을 수 없이 커져 <e2>화염</e2>이 지하실 전체에 번졌다.
화재	라이터	화염	화재는 10월 25일부터 내부수리 중인 상가건물 지하층 노래방 공사현장에서 화재발생 당일(10월 30일) 뒤처리 청소를 하던 아르바이트생 임모군과 김모군이 청소를 하다 신나와 석유 중어느 것이 불이 더 잘 붙을까 이야기를 나누던 중 김군이 신나를 바닥에 뿌려 놓고 <e1>라이터</e1>로 불을 붙이는 순간 걷잡을 수 없이 커져 <e2>화염</e2>이 지하실 전체에 번졌다.
화재	용접불티	발화	1999년 12월 19일 일요일 낮 12시 20분 경, 집진장치의 증설 공사중<e1>용접불티</e1>에 의해 FRP재질의 집진기에서 <e2>발화</e2>하여 화재가 점차 확대되어1층 도장작업장의 일부와 2층 작업장 전체가 소실되었다.
화재	용접불티	발화	사다리 용접작업 중에 발생된 <e1>용접불티</e1>중 일부가 집진기 내부로 들어가 <e2>발화</e2>된 후 훈소화재로 수 시간 동안 아주 서서히화재가 성장하여 집진기 덕트를 통하여 건물 1층 내부로 연소확대되었다.
화재	절연접속함의 합선	화재가 발생	2000년 2월 18일 금요일 오후 8시 20분 경, 서울 영등포구 소재 B아파트 앞 지하공동구에서 송전선 구간에 설치된 <e1>절연접속함의 합선</e1>에 의해<e2>화재가 발생</e2>하여 이 일대 아파트단지와 대형건물 등에서 전기와 난방이끊겼으며 전화와 통신망도 3일 가량 두절되어 이 일대에 다수 분포되어있는 금융회사들의 영업이 중단되는 등 많은 불편과 피해를 입혔다.
화재	과전류	발화	단락, 지락 등에 의한 <e1>과전류</e1> 및 아아크에 의한 <e2>발화</e2>
화재	아아크	발화	단락, 지락 등에 의한 과전류 및 <e1>아아크</e1>에 의한 <e2>발화</e2>
화재	과부하	발화	케이블의 허용전류 이상의 <e1>과부하</e1> 사용으로 인한 온도상승에 의한 <e2>발화</e2>다.
화재	온도상승	발화	케이블의 허용전류 이상의 과부하 사용으로 인한 <e1>온도상승</e1>에 의한 <e2>발화</e2>다.
화재	접속불량	발화	도체의 <e1>접속불량</e1>으로 인한 온도상승에 의한 <e2>발화</e2>
화재	온도상승	발화	도체의 접속불량으로 인한 <e1>온도상승</e1>에 의한 <e2>발화</e2>
화재	절연물의 손상	발화	<e1>절연물의 손상</e1>, 열화 등으로 인한 절연파괴에 의한 <e2>발화</e2>마.
화재	열화	발화	절연물의 손상, <e1>열화</e1> 등으로 인한 절연파괴에 의한 <e2>발화</e2>마.
화재	절연파괴	발화	절연물의 손상, 열화 등으로 인한 <e1>절연파괴</e1>에 의한 <e2>발화</e2>마.
화재	개폐작업시 발생한 고전압	불꽃	이번 화재는 지하공동구 내의 송전선의 연결부분을 감싸는 절연접속함 내부의 절연유가 1년에 10여차례의 <e1>개폐작업시 발생한 고전압</e1>으로 절연성능이 떨어진 접속함 내부에 온도상승과 과도한 압력이 발생, 일부분이 파열되면서 접속함 내부에서 발생한 <e2>불꽃</e2>이 바깥으로 분출되는 절연유에 옮겨 붙으면서 바로 위에 있던 배전선로를 따라 화재가 발생한 것으로 추정되었다.
화재	절연성능이 떨어진 접속함	불꽃	이번 화재는 지하공동구 내의 송전선의 연결부분을 감싸는 절연접속함 내부의 절연유가 1년에 10여차례의 개폐작업시 발생한 고전압으로 <e1>절연성능이 떨어진 접속함</e1> 내부에 온도상승과 과도한 압력이 발생, 일부분이 파열되면서 접속함 내부에서 발생한 <e2>불꽃</e2>이 바깥으로 분출되는 절연유에 옮겨 붙으면서 바로 위에 있던 배전선로를 따라 화재가 발생한 것으로 추정되었다.
화재	온도상승	불꽃	이번 화재는 지하공동구 내의 송전선의 연결부분을 감싸는 절연접속함 내부의 절연유가 1년에 10여차례의 개폐작업시 발생한 고전압으로 절연성능이 떨어진 접속함 내부에 <e1>온도상승</e1>과 과도한 압력이 발생, 일부분이 파열되면서 접속함 내부에서 발생한 <e2>불꽃</e2>이 바깥으로 분출되는 절연유에 옮겨 붙으면서 바로 위에 있던 배전선로를 따라 화재가 발생한 것으로 추정되었다.
화재	과도한 압력	불꽃	이번 화재는 지하공동구 내의 송전선의 연결부분을 감싸는 절연접속함 내부의 절연유가 1년에 10여차례의 개폐작업시 발생한 고전압으로 절연성능이 떨어진 접속함 내부에 온도상승과 <e1>과도한 압력</e1>이 발생, 일부분이 파열되면서 접속함 내부에서 발생한 <e2>불꽃</e2>이 바깥으로 분출되는 절연유에 옮겨 붙으면서 바로 위에 있던 배전선로를 따라 화재가 발생한 것으로 추정되었다.
화재	일부분이 파열	불꽃	이번 화재는 지하공동구 내의 송전선의 연결부분을 감싸는 절연접속함 내부의 절연유가 1년에 10여차례의 개폐작업시 발생한 고전압으로 절연성능이 떨어진 접속함 내부에 온도상승과 과도한 압력이 발생, <e1>일부분이 파열</e1>되면서 접속함 내부에서 발생한 <e2>불꽃</e2>이 바깥으로 분출되는 절연유에 옮겨 붙으면서 바로 위에 있던 배전선로를 따라 화재가 발생한 것으로 추정되었다.
화재	개폐작업시 발생한 고전압	화재가 발생	이번 화재는 지하공동구 내의 송전선의 연결부분을 감싸는 절연접속함 내부의 절연유가 1년에 10여차례의 <e1>개폐작업시 발생한 고전압</e1>으로 절연성능이 떨어진 접속함 내부에 온도상승과 과도한 압력이 발생, 일부분이 파열되면서 접속함 내부에서 발생한 불꽃이 바깥으로 분출되는 절연유에 옮겨 붙으면서 바로 위에 있던 배전선로를 따라 <e2>화재가 발생</e2>한 것으로 추정되었다.
화재	절연성능이 떨어진 접속함	화재가 발생	이번 화재는 지하공동구 내의 송전선의 연결부분을 감싸는 절연접속함 내부의 절연유가 1년에 10여차례의 개폐작업시 발생한 고전압으로 <e1>절연성능이 떨어진 접속함</e1> 내부에 온도상승과 과도한 압력이 발생, 일부분이 파열되면서 접속함 내부에서 발생한 불꽃이 바깥으로 분출되는 절연유에 옮겨 붙으면서 바로 위에 있던 배전선로를 따라 <e2>화재가 발생</e2>한 것으로 추정되었다.
화재	온도상승	화재가 발생	이번 화재는 지하공동구 내의 송전선의 연결부분을 감싸는 절연접속함 내부의 절연유가 1년에 10여차례의 개폐작업시 발생한 고전압으로 절연성능이 떨어진 접속함 내부에 <e1>온도상승</e1>과 과도한 압력이 발생, 일부분이 파열되면서 접속함 내부에서 발생한 불꽃이 바깥으로 분출되는 절연유에 옮겨 붙으면서 바로 위에 있던 배전선로를 따라 <e2>화재가 발생</e2>한 것으로 추정되었다.
화재	과도한 압력	화재가 발생	이번 화재는 지하공동구 내의 송전선의 연결부분을 감싸는 절연접속함 내부의 절연유가 1년에 10여차례의 개폐작업시 발생한 고전압으로 절연성능이 떨어진 접속함 내부에 온도상승과 <e1>과도한 압력</e1>이 발생, 일부분이 파열되면서 접속함 내부에서 발생한 불꽃이 바깥으로 분출되는 절연유에 옮겨 붙으면서 바로 위에 있던 배전선로를 따라 <e2>화재가 발생</e2>한 것으로 추정되었다.
화재	일부분이 파열	화재가 발생	이번 화재는 지하공동구 내의 송전선의 연결부분을 감싸는 절연접속함 내부의 절연유가 1년에 10여차례의 개폐작업시 발생한 고전압으로 절연성능이 떨어진 접속함 내부에 온도상승과 과도한 압력이 발생, <e1>일부분이 파열</e1>되면서 접속함 내부에서 발생한 불꽃이 바깥으로 분출되는 절연유에 옮겨 붙으면서 바로 위에 있던 배전선로를 따라 <e2>화재가 발생</e2>한 것으로 추정되었다.
화재	금속부 마찰	발화	당시 상황을 근거로 추정할 수 있는 사고원인은 첫째, 펌프 축 메카니컬시일 또는 베어링Housing부 <e1>금속부 마찰</e1>에 의한 <e2>발화</e2>와 둘째, 펌프 전동기의 전기누전에 의한 발화로 분류해볼수 있으나, 두 번째의 용제 이송펌프 전동기에 공급되는 전기의 누전에 의한 발화 가능성은사용 전동기가 내압방폭구조이고 전동기 외함접지가 설치되어 있어 그 가능성이 상대적으로 적으므로 배제하고 첫 번째 원인을 주된 사고원인으로 보고 좀 더 구체적인 발화 과정을 예상해보면 다음과 같다.
화재	전기누전	발화	당시 상황을 근거로 추정할 수 있는 사고원인은 첫째, 펌프 축 메카니컬시일 또는 베어링Housing부 금속부 마찰에 의한 발화와 둘째, 펌프 전동기의 <e1>전기누전</e1>에 의한 <e2>발화</e2>로 분류해볼수 있으나, 두 번째의 용제 이송펌프 전동기에 공급되는 전기의 누전에 의한 발화 가능성은사용 전동기가 내압방폭구조이고 전동기 외함접지가 설치되어 있어 그 가능성이 상대적으로 적으므로 배제하고 첫 번째 원인을 주된 사고원인으로 보고 좀 더 구체적인 발화 과정을 예상해보면 다음과 같다.
화재	전기의 누전	발화	당시 상황을 근거로 추정할 수 있는 사고원인은 첫째, 펌프 축 메카니컬시일 또는 베어링Housing부 금속부 마찰에 의한 발화와 둘째, 펌프 전동기의 전기누전에 의한 발화로 분류해볼수 있으나, 두 번째의 용제 이송펌프 전동기에 공급되는 <e1>전기의 누전</e1>에 의한 <e2>발화</e2> 가능성은사용 전동기가 내압방폭구조이고 전동기 외함접지가 설치되어 있어 그 가능성이 상대적으로 적으므로 배제하고 첫 번째 원인을 주된 사고원인으로 보고 좀 더 구체적인 발화 과정을 예상해보면 다음과 같다.
화재	용제가 누설	발화	용제 혼합탱크 하부의 플렉시블 배관 연결부 또는 클램프로 체결된 배관 연결부위에서 <e1>용제가 누설</e1>되어 그 액체가 배관을 따라 펌프로 흘러 내려 펌프축 메카니컬시일 또는 베어링하우징부위에 용제가 스며들면서 펌프축과 시일면의 마찰 등에 의해 생성된 열이 내부에서 발산되지못하고 축열되면서 발화원으로 작용하여 시일면에서 <e2>발화</e2>된 것으로 추정된다.
화재	시일면의 마찰	발화	용제 혼합탱크 하부의 플렉시블 배관 연결부 또는 클램프로 체결된 배관 연결부위에서 용제가 누설되어 그 액체가 배관을 따라 펌프로 흘러 내려 펌프축 메카니컬시일 또는 베어링하우징부위에 용제가 스며들면서 펌프축과 <e1>시일면의 마찰</e1> 등에 의해 생성된 열이 내부에서 발산되지못하고 축열되면서 발화원으로 작용하여 시일면에서 <e2>발화</e2>된 것으로 추정된다.
화재	축열	발화	용제 혼합탱크 하부의 플렉시블 배관 연결부 또는 클램프로 체결된 배관 연결부위에서 용제가 누설되어 그 액체가 배관을 따라 펌프로 흘러 내려 펌프축 메카니컬시일 또는 베어링하우징부위에 용제가 스며들면서 펌프축과 시일면의 마찰 등에 의해 생성된 열이 내부에서 발산되지못하고 <e1>축열</e1>되면서 발화원으로 작용하여 시일면에서 <e2>발화</e2>된 것으로 추정된다.
폭발	MEK-PO 제조과정	폭발사고가 발생	2000년 8월 24일 목요일 오전 10시 12분 경, 경화제로 사용되는 유기과산화물인 <e1>MEK-PO 제조과정</e1>에서 대형 <e2>폭발사고가 발생</e2>하여 사망 6명,     부상 19명의 인명 피해가 발생하였고, 사고 공장건물 전체가 완전히붕괴되었으며, 인근 7개 공장이 일시 가동정지되거나 부분 파손되어 60여억원의 재산피해를 입었다.
폭발	온도가 상승	폭발	이후의 상세한 조작은 알 수 없으나 반응공정만 거친 MEK-PO생성물-Ⅱ가 중화조에서의공정을 거친 후 제품저장조로 이송과정중 용기내부에서 어떤 원인에 의해 <e1>온도가 상승</e1>함으로써내용물질의 급격한 분해와 압력상승으로 운전개시 1시간여만에 <e2>폭발</e2>·화재 사고가 발생하였다.
폭발	내용물질의 급격한 분해	폭발	이후의 상세한 조작은 알 수 없으나 반응공정만 거친 MEK-PO생성물-Ⅱ가 중화조에서의공정을 거친 후 제품저장조로 이송과정중 용기내부에서 어떤 원인에 의해 온도가 상승함으로써<e1>내용물질의 급격한 분해</e1>와 압력상승으로 운전개시 1시간여만에 <e2>폭발</e2>·화재 사고가 발생하였다.
폭발	압력상승	폭발	이후의 상세한 조작은 알 수 없으나 반응공정만 거친 MEK-PO생성물-Ⅱ가 중화조에서의공정을 거친 후 제품저장조로 이송과정중 용기내부에서 어떤 원인에 의해 온도가 상승함으로써내용물질의 급격한 분해와 <e1>압력상승</e1>으로 운전개시 1시간여만에 <e2>폭발</e2>·화재 사고가 발생하였다.
화재	온도가 상승	화재 사고가 발생	이후의 상세한 조작은 알 수 없으나 반응공정만 거친 MEK-PO생성물-Ⅱ가 중화조에서의공정을 거친 후 제품저장조로 이송과정중 용기내부에서 어떤 원인에 의해 <e1>온도가 상승</e1>함으로써내용물질의 급격한 분해와 압력상승으로 운전개시 1시간여만에 폭발·<e2>화재 사고가 발생</e2>하였다.
화재	내용물질의 급격한 분해	화재 사고가 발생	이후의 상세한 조작은 알 수 없으나 반응공정만 거친 MEK-PO생성물-Ⅱ가 중화조에서의공정을 거친 후 제품저장조로 이송과정중 용기내부에서 어떤 원인에 의해 온도가 상승함으로써<e1>내용물질의 급격한 분해</e1>와 압력상승으로 운전개시 1시간여만에 폭발·<e2>화재 사고가 발생</e2>하였다.
화재	압력상승	화재 사고가 발생	이후의 상세한 조작은 알 수 없으나 반응공정만 거친 MEK-PO생성물-Ⅱ가 중화조에서의공정을 거친 후 제품저장조로 이송과정중 용기내부에서 어떤 원인에 의해 온도가 상승함으로써내용물질의 급격한 분해와 <e1>압력상승</e1>으로 운전개시 1시간여만에 폭발·<e2>화재 사고가 발생</e2>하였다.
폭발	공기가 반응기안으로 유입	폭발이 발생	(나) 사고당시 운전자는 진공 유지를 위하여 파열판을 맹판(Blind Flange)으로 체결한 후운전을 시도하였으며 진공상태에서 반응기 내부온도가 상승하게 되자 조작자가 위험을 감지하고 스팀을 차단한 다음 벤트를 개방함으로써, 대기중의 <e1>공기가 반응기안으로 유입</e1>되어 순간적으로 가연성 증기가 폭발범위의 적정한 농도로 희석되면서 (1)에서 발생된 발화원에 의해  결국 반응기내에서 <e2>폭발이 발생</e2>된 것으로 추정된다.
폭발	가연성 증기	폭발이 발생	(나) 사고당시 운전자는 진공 유지를 위하여 파열판을 맹판(Blind Flange)으로 체결한 후운전을 시도하였으며 진공상태에서 반응기 내부온도가 상승하게 되자 조작자가 위험을 감지하고 스팀을 차단한 다음 벤트를 개방함으로써, 대기중의 공기가 반응기안으로 유입되어 순간적으로 <e1>가연성 증기</e1>가 폭발범위의 적정한 농도로 희석되면서 (1)에서 발생된 발화원에 의해  결국 반응기내에서 <e2>폭발이 발생</e2>된 것으로 추정된다.
폭발	방부제 원료물질을 재생	폭발	2000년 11월 2일 목요일 오후 5시 8분 경, 이 사업장의 A동(1공장)에서 <e1>방부제 원료물질을 재생</e1>하는 과정에서 <e2>폭발</e2>과 함께 화재가 발생하여 5명이 사망하고, 48명이 부상하였으며, 폭발 충격과 화재로 사고 건물 1개동의 지붕 등이 무너져 내리면서 완전 소실되었고, 인근 10여개 공장에도건물이 파손되거나 화재가 확대되어 일시 가동이 중단되었다.
화재	방부제 원료물질을 재생	화재가 발생	2000년 11월 2일 목요일 오후 5시 8분 경, 이 사업장의 A동(1공장)에서 <e1>방부제 원료물질을 재생</e1>하는 과정에서 폭발과 함께 <e2>화재가 발생</e2>하여 5명이 사망하고, 48명이 부상하였으며, 폭발 충격과 화재로 사고 건물 1개동의 지붕 등이 무너져 내리면서 완전 소실되었고, 인근 10여개 공장에도건물이 파손되거나 화재가 확대되어 일시 가동이 중단되었다.
화재	가열기	화재가 발생	2002년 3월 11일 월요일 오후 6시 30분 경, 이 회사 승용차용 타이어공장의 정련공정에서  천연고무 가온작업중 <e1>가열기</e1>에서 <e2>화재가 발생</e2>하였다.
화재	가열기 내부이상	발화	2002년 3월 11일 월요일 오후 6시 30분 경, 승용타이어 제조공장 정련공정의 2층 가온실의<e1>가열기 내부이상</e1>으로 처음 <e2>발화</e2>가 된 것을 현장의 작업자가 안전수칙을 무시하고 출입구를 열면서 정련공정 전체로 연소가 확대되었다.
화재	안전수칙을 무시	발화	2002년 3월 11일 월요일 오후 6시 30분 경, 승용타이어 제조공장 정련공정의 2층 가온실의가열기 내부이상으로 처음 <e2>발화</e2>가 된 것을 현장의 작업자가 <e1>안전수칙을 무시</e1>하고 출입구를 열면서 정련공정 전체로 연소가 확대되었다.
화재	가스난로 과열	화재가 발생	2000년 11월 11일 토요일 오전 05시 20분 경, 서울특별시 광진구 소재 K신경정신과 의원에서 <e1>가스난로 과열</e1>에 의한 <e2>화재가 발생</e2>하였다.
폭발	폭굉	사고가 발생	메탄올 정류탑의 운전정지 중에 탑의 상부(5단∼26단, 높이 약 7m)에서 <e1>폭굉</e1>으로 인한 <e2>사고가 발생</e2>하여 탑정∼4단은 지상에 떨어졌고, 5단∼26단은 파괴되었으며, 동체파편은 최대 1.3
폭발	과잉 메탄올	발열 분해폭발	회수메탄올에 미량 함유되어 있던 <e1>과잉 메탄올</e1>이 정류탑의 운전정지 중 탑 내에서 국부적으로 고농도로 농축되어 <e2>발열 분해폭발</e2>을 일으킨 것으로 추정되었다.
폭발	국부적으로 고농도로 농축	발열 분해폭발	회수메탄올에 미량 함유되어 있던 과잉 메탄올이 정류탑의 운전정지 중 탑 내에서 <e1>국부적으로 고농도로 농축</e1>되어 <e2>발열 분해폭발</e2>을 일으킨 것으로 추정되었다.
화재	용접작업 불티	화재가 발생	(Ecstasy)”호에서 <e1>용접작업 불티</e1>로 인한 <e2>화재가 발생</e2>했다.
화재	방화	발화	<e2>발화</e2>원인은 사실상 <e1>방화</e1>로 인한 것으로 판정되었으며, 발화장소는 이 건물의 남동쪽에 위치해 있는 계단에서 발화되었고 2층 계단실에 있는 문을 통해서 홀 안으로 확산되었다.
화재	전원 접속 불량	발화	냉각팬 측 <e1>전원 접속 불량</e1>으로 인한 <e2>발화</e2>
화재	기계적 에너지	발화	냉각팬의 <e1>기계적 에너지</e1>에 의한 <e2>발화</e2>
화재	고온 분위기	자연 발화	건조부 <e1>고온 분위기</e1>에 의한 <e2>자연 발화</e2>
화재	전기적 결함	발화	냉각팬의 <e1>전기적 결함</e1>으로 인해 <e2>발화</e2>한 후 전선 피복재 및 주변 분진으로 확산되었으며, 공기 유동에따라 배기구쪽으로 확산된 것으로 판단됨.
화재	유증기가 혼재	발화	건조부의 <e1>유증기가 혼재</e1>한 과열 분위기에서 <e2>발화</e2>하여 확산되었을 가능성이 있으나 이 경우 발화된 물
화재	과열	발화	건조부의 유증기가 혼재한 <e1>과열</e1> 분위기에서 <e2>발화</e2>하여 확산되었을 가능성이 있으나 이 경우 발화된 물
화재	마찰열	발화	<e1>마찰열</e1> 및 스파크와 같은 원인에 의한 <e2>발화</e2> 가능성은 낮은 것으로 판단됨.
